round,agent_id,vote,abstention,true_preference,pattern_weight
0,0,Candidate_2,False,Candidate_2,1.0
0,1,Candidate_0,False,Candidate_2,1.0
0,2,Candidate_0,False,Candidate_0,1.0
0,3,Candidate_1,False,Candidate_1,0.0
0,4,Candidate_1,False,Candidate_1,1.0
0,5,Candidate_0,False,Candidate_1,1.0
0,6,Candidate_0,False,Candidate_0,1.0
0,7,Candidate_0,False,Candidate_1,1.0
0,8,Candidate_0,False,Candidate_2,1.0
0,9,Candidate_0,False,Candidate_0,1.0
0,10,Candidate_0,False,Candidate_0,0.0
0,11,Candidate_0,False,Candidate_0,1.0
0,12,Candidate_0,False,Candidate_2,1.0
0,13,Candidate_0,False,Candidate_2,1.0
0,14,Candidate_0,False,Candidate_0,1.0
0,15,Candidate_0,False,Candidate_1,1.0
0,16,Candidate_1,False,Candidate_1,1.0
0,17,Candidate_0,False,Candidate_2,1.0
0,18,Candidate_2,False,Candidate_2,0.0
0,19,Candidate_0,False,Candidate_1,1.0
0,20,Candidate_0,False,Candidate_0,1.0
0,21,Candidate_0,False,Candidate_0,1.0
0,22,Candidate_0,False,Candidate_1,1.0
0,23,Candidate_0,False,Candidate_0,1.0
0,24,Candidate_1,False,Candidate_1,1.0
0,25,Candidate_0,False,Candidate_1,1.0
0,26,Candidate_2,False,Candidate_2,1.0
0,27,Candidate_1,False,Candidate_1,1.0
0,28,,True,Candidate_1,1.0
0,29,Candidate_0,False,Candidate_1,1.0
0,30,Candidate_0,False,Candidate_2,1.0
0,31,Candidate_0,False,Candidate_1,1.0
0,32,Candidate_0,False,Candidate_0,1.0
0,33,Candidate_1,False,Candidate_1,0.0
0,34,Candidate_0,False,Candidate_1,1.0
0,35,Candidate_0,False,Candidate_0,1.0
0,36,Candidate_0,False,Candidate_1,1.0
0,37,Candidate_1,False,Candidate_1,0.0
0,38,Candidate_0,False,Candidate_0,1.0
0,39,Candidate_2,False,Candidate_2,0.0
0,40,Candidate_0,False,Candidate_1,1.0
0,41,Candidate_1,False,Candidate_1,0.0
0,42,Candidate_0,False,Candidate_1,1.0
0,43,Candidate_1,False,Candidate_1,0.0
0,44,Candidate_1,False,Candidate_1,0.0
0,45,Candidate_0,False,Candidate_2,1.0
0,46,Candidate_0,False,Candidate_1,1.0
0,47,Candidate_2,False,Candidate_2,1.0
0,48,Candidate_1,False,Candidate_1,0.0
0,49,Candidate_0,False,Candidate_0,1.0
0,50,Candidate_0,False,Candidate_0,0.0
0,51,Candidate_0,False,Candidate_2,1.0
0,52,Candidate_0,False,Candidate_1,1.0
0,53,Candidate_0,False,Candidate_1,1.0
0,54,Candidate_0,False,Candidate_0,1.0
0,55,Candidate_0,False,Candidate_1,1.0
0,56,Candidate_0,False,Candidate_1,1.0
0,57,Candidate_0,False,Candidate_0,1.0
0,58,Candidate_0,False,Candidate_0,1.0
0,59,Candidate_0,False,Candidate_1,1.0
0,60,Candidate_0,False,Candidate_0,1.0
0,61,Candidate_0,False,Candidate_1,1.0
0,62,Candidate_0,False,Candidate_1,1.0
0,63,Candidate_0,False,Candidate_2,1.0
0,64,Candidate_0,False,Candidate_0,1.0
0,65,Candidate_0,False,Candidate_0,1.0
0,66,Candidate_0,False,Candidate_0,1.0
0,67,Candidate_0,False,Candidate_2,1.0
0,68,Candidate_0,False,Candidate_0,1.0
0,69,Candidate_0,False,Candidate_1,1.0
0,70,Candidate_0,False,Candidate_1,1.0
0,71,Candidate_0,False,Candidate_2,1.0
0,72,Candidate_0,False,Candidate_0,1.0
0,73,Candidate_0,False,Candidate_1,1.0
0,74,Candidate_0,False,Candidate_0,1.0
0,75,Candidate_2,False,Candidate_2,0.0
0,76,Candidate_0,False,Candidate_1,1.0
0,77,Candidate_0,False,Candidate_1,1.0
0,78,Candidate_0,False,Candidate_0,0.0
0,79,Candidate_0,False,Candidate_2,1.0
0,80,Candidate_0,False,Candidate_0,1.0
0,81,Candidate_0,False,Candidate_2,1.0
0,82,Candidate_0,False,Candidate_2,1.0
0,83,Candidate_0,False,Candidate_0,1.0
0,84,Candidate_1,False,Candidate_1,0.0
0,85,Candidate_2,False,Candidate_2,0.0
0,86,Candidate_0,False,Candidate_1,1.0
0,87,Candidate_0,False,Candidate_2,1.0
0,88,Candidate_0,False,Candidate_1,1.0
0,89,Candidate_0,False,Candidate_1,1.0
0,90,Candidate_0,False,Candidate_1,1.0
0,91,Candidate_0,False,Candidate_0,1.0
0,92,Candidate_0,False,Candidate_2,1.0
0,93,Candidate_0,False,Candidate_2,1.0
0,94,Candidate_0,False,Candidate_2,1.0
0,95,Candidate_0,False,Candidate_2,1.0
0,96,Candidate_1,False,Candidate_1,1.0
0,97,Candidate_0,False,Candidate_2,1.0
0,98,Candidate_0,False,Candidate_2,1.0
0,99,Candidate_0,False,Candidate_0,1.0
1,0,Candidate_0,False,Candidate_1,1.0
1,1,Candidate_0,False,Candidate_2,1.0
1,2,Candidate_1,False,Candidate_1,0.0
1,3,Candidate_0,False,Candidate_1,1.0
1,4,Candidate_0,False,Candidate_0,0.0
1,5,Candidate_2,False,Candidate_2,1.0
1,6,Candidate_0,False,Candidate_1,1.0
1,7,Candidate_1,False,Candidate_1,0.0
