round,agent_id,vote,abstention,true_preference,pattern_weight
0,0,,True,Candidate_1,0.46603677581708025
0,1,Candidate_2,False,Candidate_2,0.45474647885291775
0,2,Candidate_1,False,Candidate_1,0.16617984252242501
0,3,Candidate_0,False,Candidate_0,0.396491384871127
0,4,Candidate_0,False,Candidate_0,0.909201925160083
0,5,Candidate_0,False,Candidate_0,0.5754929101013049
0,6,,True,Candidate_1,0.3452849254095488
0,7,Candidate_1,False,Candidate_1,0.45101747026466554
0,8,Candidate_2,False,Candidate_2,0.25570459896564446
0,9,Candidate_0,False,Candidate_0,0.2739755777225754
0,10,Candidate_2,False,Candidate_2,0.9493556430660544
0,11,,True,Candidate_1,0.723627127338196
0,12,Candidate_2,False,Candidate_2,0.12040437879730659
0,13,Candidate_0,False,Candidate_0,0.9174220052287515
0,14,Candidate_0,False,Candidate_0,0.37766893139364865
0,15,Candidate_1,False,Candidate_1,0.5915785976832388
0,16,,True,Candidate_1,0.9357014378392341
0,17,Candidate_1,False,Candidate_1,0.2901037011237162
0,18,Candidate_2,False,Candidate_2,0.8876271146322422
0,19,Candidate_0,False,Candidate_0,0.896673792914553
0,20,Candidate_0,False,Candidate_0,0.4163391336609672
0,21,Candidate_1,False,Candidate_1,0.16219367030655085
0,22,Candidate_1,False,Candidate_1,0.8751808706411032
0,23,Candidate_2,False,Candidate_2,0.06013097300970127
0,24,Candidate_2,False,Candidate_2,0.09639767390876508
0,25,Candidate_2,False,Candidate_2,0.1437920480314795
0,26,Candidate_2,False,Candidate_2,0.3459221476203663
0,27,Candidate_0,False,Candidate_0,0.8065727167647143
0,28,Candidate_2,False,Candidate_2,0.3737415986935181
0,29,Candidate_1,False,Candidate_1,0.8636313104031823
0,30,Candidate_2,False,Candidate_2,0.7444663862511375
0,31,,True,Candidate_2,0.051106193173073855
0,32,Candidate_0,False,Candidate_0,0.6015037408803944
0,33,Candidate_2,False,Candidate_2,0.9112118632858427
0,34,Candidate_2,False,Candidate_2,0.5080034056512596
0,35,Candidate_1,False,Candidate_1,0.5758641314106695
0,36,Candidate_2,False,Candidate_2,0.23608004679968564
0,37,Candidate_0,False,Candidate_0,0.9954029305613616
0,38,Candidate_2,False,Candidate_2,0.7062995032165124
0,39,Candidate_1,False,Candidate_1,0.47216670976632
0,40,,True,Candidate_1,0.9389493646866226
0,41,Candidate_0,False,Candidate_0,0.6635009889302926
0,42,Candidate_0,False,Candidate_0,0.03512445149277876
0,43,Candidate_0,False,Candidate_0,0.20532170675723416
0,44,Candidate_2,False,Candidate_2,0.8617877177452612
0,45,Candidate_2,False,Candidate_2,0.2695160400453188
0,46,Candidate_0,False,Candidate_0,0.574732716322061
0,47,Candidate_0,False,Candidate_0,0.8333083353918482
0,48,Candidate_2,False,Candidate_2,0.556729561167564
0,49,,True,Candidate_0,0.13025251350150746
0,50,Candidate_0,False,Candidate_0,0.8366288484828617
0,51,Candidate_1,False,Candidate_1,0.9051368496587301
0,52,Candidate_0,False,Candidate_0,0.3802458689257353
0,53,Candidate_0,False,Candidate_0,0.1263578628219778
0,54,Candidate_0,False,Candidate_0,0.39769404433104405
0,55,,True,Candidate_0,0.006284477792162457
0,56,,True,Candidate_1,0.7201510587056176
0,57,Candidate_2,False,Candidate_2,0.5714680226887318
0,58,Candidate_1,False,Candidate_1,0.5997508439901028
0,59,Candidate_0,False,Candidate_0,0.24365449779987758
0,60,,True,Candidate_1,0.5457690872837957
0,61,Candidate_0,False,Candidate_0,0.02300799857473035
0,62,Candidate_1,False,Candidate_1,0.6672147311278919
0,63,,True,Candidate_1,0.7767972833244171
0,64,Candidate_2,False,Candidate_2,0.6091198122873083
0,65,Candidate_2,False,Candidate_2,0.9865505026701964
0,66,Candidate_0,False,Candidate_0,0.327594958529431
0,67,Candidate_1,False,Candidate_1,0.7973198051722847
0,68,Candidate_2,False,Candidate_2,0.9886382646050539
0,69,Candidate_0,False,Candidate_0,0.3281039206999734
0,70,Candidate_2,False,Candidate_2,0.10340707252505343
0,71,Candidate_0,False,Candidate_0,0.585417786785995
0,72,Candidate_1,False,Candidate_1,0.6050619781968161
0,73,Candidate_2,False,Candidate_2,0.4091426563363608
0,74,Candidate_2,False,Candidate_2,0.06069769145940984
0,75,Candidate_2,False,Candidate_2,0.9342480773485909
0,76,Candidate_1,False,Candidate_1,0.4198292242998507
0,77,Candidate_2,False,Candidate_2,0.7836522534216123
0,78,Candidate_1,False,Candidate_1,0.1611899991430441
0,79,Candidate_0,False,Candidate_0,0.9777908922036389
0,80,Candidate_2,False,Candidate_2,0.8910093187186491
0,81,Candidate_2,False,Candidate_2,0.0754257441888605
0,82,Candidate_2,False,Candidate_2,0.6567944613247648
0,83,Candidate_2,False,Candidate_2,0.03959127558914799
0,84,Candidate_0,False,Candidate_0,0.9886012283773
0,85,Candidate_1,False,Candidate_1,0.5992082439292872
0,86,Candidate_2,False,Candidate_2,0.4854586258987267
0,87,,True,Candidate_1,0.1048970891037958
0,88,Candidate_2,False,Candidate_2,0.9364869938798326
0,89,,True,Candidate_0,0.6287327137837772
0,90,Candidate_1,False,Candidate_1,0.2446332308712208
0,91,Candidate_1,False,Candidate_1,0.14929167595558757
0,92,Candidate_1,False,Candidate_1,0.8863876618153191
0,93,Candidate_2,False,Candidate_2,0.46122575911080443
0,94,Candidate_1,False,Candidate_1,0.9955455045856859
0,95,Candidate_0,False,Candidate_0,0.26208891724110916
0,96,Candidate_2,False,Candidate_2,0.5579943181216676
0,97,Candidate_1,False,Candidate_1,0.5577751511668374
0,98,Candidate_0,False,Candidate_0,0.31147251630901485
0,99,,True,Candidate_1,0.5774426195130965
1,0,Candidate_2,False,Candidate_2,0.466938256703758
1,1,Candidate_1,False,Candidate_1,0.8628623832153063
1,2,Candidate_1,False,Candidate_1,0.8523282525039869
1,3,Candidate_1,False,Candidate_1,0.38413311459093025
1,4,Candidate_0,False,Candidate_0,0.11643358259750436
1,5,Candidate_1,False,Candidate_1,0.8841490255957531
1,6,Candidate_0,False,Candidate_0,0.604937739675291
1,7,Candidate_0,False,Candidate_0,0.062096691291738004
1,8,,True,Candidate_1,0.5207207226575741
1,9,Candidate_0,False,Candidate_0,0.24537307218175097
1,10,Candidate_0,False,Candidate_0,0.7141322453793175
1,11,Candidate_2,False,Candidate_2,0.32726706798878047
1,12,Candidate_2,False,Candidate_2,0.06077015211032233
1,13,Candidate_0,False,Candidate_0,0.438777046632412
1,14,Candidate_1,False,Candidate_1,0.9648654127485555
1,15,Candidate_0,False,Candidate_0,0.09945620043962411
1,16,Candidate_2,False,Candidate_2,0.2991476575020413
1,17,Candidate_1,False,Candidate_1,0.305668124832046
1,18,Candidate_1,False,Candidate_1,0.7627137868905549
1,19,Candidate_1,False,Candidate_1,0.2621573007159509
1,20,,True,Candidate_2,0.4107166360713099
1,21,Candidate_1,False,Candidate_1,0.6021722269664965
1,22,Candidate_2,False,Candidate_2,0.3998861715112333
1,23,,True,Candidate_0,0.1745518551324512
1,24,Candidate_2,False,Candidate_2,0.7714026064922875
1,25,Candidate_1,False,Candidate_1,0.5968687302904214
1,26,Candidate_0,False,Candidate_0,0.3438160203082422
1,27,Candidate_2,False,Candidate_2,0.5851191428639203
1,28,Candidate_2,False,Candidate_2,0.6965885573797312
1,29,Candidate_1,False,Candidate_1,0.1075395026399042
1,30,Candidate_2,False,Candidate_2,0.8244623111802597
1,31,,True,Candidate_1,0.5342620825780718
1,32,Candidate_0,False,Candidate_0,0.9233953970165241
1,33,Candidate_0,False,Candidate_0,0.18861162870599923
1,34,Candidate_2,False,Candidate_2,0.9141244046433371
1,35,Candidate_2,False,Candidate_2,0.873407897470168
1,36,Candidate_0,False,Candidate_0,0.6448492132443945
1,37,Candidate_0,False,Candidate_0,0.9492979800659538
1,38,Candidate_0,False,Candidate_0,0.3188479163944049
1,39,Candidate_2,False,Candidate_2,0.3371769480539136
1,40,Candidate_0,False,Candidate_0,0.18028174023202836
1,41,Candidate_1,False,Candidate_1,0.7408929455599538
1,42,Candidate_2,False,Candidate_2,0.8510294826119927
1,43,Candidate_1,False,Candidate_1,0.15919266985469138
1,44,Candidate_1,False,Candidate_1,0.46115164064607805
1,45,Candidate_0,False,Candidate_0,0.9936135834307657
1,46,Candidate_0,False,Candidate_0,0.4538640982584121
1,47,Candidate_0,False,Candidate_0,0.19021259523563228
1,48,Candidate_1,False,Candidate_1,0.5333910928476631
1,49,Candidate_1,False,Candidate_1,0.6047778946450462
1,50,Candidate_1,False,Candidate_1,0.827019174748125
1,51,Candidate_2,False,Candidate_2,0.41159187344743586
1,52,Candidate_2,False,Candidate_2,0.9173334897276123
1,53,,True,Candidate_1,0.3922801913568903
1,54,Candidate_2,False,Candidate_2,0.058443852371671934
1,55,Candidate_2,False,Candidate_2,0.20502866137330356
1,56,Candidate_0,False,Candidate_0,0.11655637802556995
1,57,Candidate_1,False,Candidate_1,0.8220145029433249
1,58,,True,Candidate_2,0.9869255640481613
1,59,Candidate_2,False,Candidate_2,0.7840613996475025
1,60,Candidate_1,False,Candidate_1,0.6256254203063668
1,61,Candidate_2,False,Candidate_2,0.5015572566157643
1,62,Candidate_0,False,Candidate_0,0.0674992486895476
1,63,Candidate_2,False,Candidate_2,0.9433587084781807
1,64,,True,Candidate_2,0.4715455670538431
1,65,Candidate_1,False,Candidate_1,0.6056562273606182
1,66,Candidate_2,False,Candidate_2,0.46121582885040624
1,67,,True,Candidate_1,0.7083580607509338
1,68,Candidate_0,False,Candidate_0,0.6410588536211439
1,69,Candidate_2,False,Candidate_2,0.5790742201034581
1,70,Candidate_1,False,Candidate_1,0.5716233913144071
1,71,Candidate_2,False,Candidate_2,0.2414674837770563
1,72,Candidate_2,False,Candidate_2,0.5742585216277362
1,73,Candidate_2,False,Candidate_2,0.9226477353203739
1,74,Candidate_1,False,Candidate_1,0.4506839510183068
1,75,Candidate_0,False,Candidate_0,0.4719547788856455
1,76,Candidate_1,False,Candidate_1,0.8191745603051029
1,77,Candidate_0,False,Candidate_0,0.5542187116950692
1,78,Candidate_1,False,Candidate_1,0.04864321511728542
1,79,Candidate_1,False,Candidate_1,0.7913491804287494
1,80,,True,Candidate_1,0.6061049524041057
1,81,Candidate_2,False,Candidate_2,0.005345909716113484
1,82,Candidate_1,False,Candidate_1,0.41464442718183836
1,83,Candidate_2,False,Candidate_2,0.18697807664718824
1,84,Candidate_2,False,Candidate_2,0.33117616940998296
1,85,Candidate_0,False,Candidate_0,0.5856383889698744
1,86,Candidate_1,False,Candidate_1,0.7704582011095089
1,87,Candidate_0,False,Candidate_0,0.4083036534844978
1,88,Candidate_1,False,Candidate_1,0.38418262948582327
1,89,Candidate_0,False,Candidate_0,0.39482951167032554
1,90,Candidate_2,False,Candidate_2,0.334278843430436
1,91,,True,Candidate_2,0.9147288789262189
1,92,Candidate_1,False,Candidate_1,0.001866552354969131
1,93,Candidate_2,False,Candidate_2,0.516900349907981
1,94,Candidate_2,False,Candidate_2,0.026305257798853066
1,95,Candidate_0,False,Candidate_0,0.8040102712672168
1,96,Candidate_0,False,Candidate_0,0.1825899318939721
1,97,Candidate_0,False,Candidate_0,0.3633740003478728
1,98,Candidate_0,False,Candidate_0,0.36963206331530996
1,99,Candidate_0,False,Candidate_0,0.1564278592292323
2,0,Candidate_0,False,Candidate_0,0.7248920364413237
2,1,Candidate_0,False,Candidate_0,0.17870894651333757
2,2,Candidate_1,False,Candidate_1,0.01635497432448685
2,3,Candidate_1,False,Candidate_1,0.8098943230005599
2,4,Candidate_0,False,Candidate_0,0.08424628354692909
2,5,,True,Candidate_0,0.9212282347911046
2,6,Candidate_2,False,Candidate_2,0.07675197880982643
2,7,Candidate_0,False,Candidate_0,0.9467133385386115
2,8,,True,Candidate_0,0.02771263430642512
2,9,,True,Candidate_0,0.6417760604008022
2,10,Candidate_0,False,Candidate_0,0.22750923178278293
2,11,Candidate_1,False,Candidate_1,0.40679813483883387
2,12,Candidate_1,False,Candidate_1,0.5193521659922535
2,13,Candidate_0,False,Candidate_0,0.8579079627269195
2,14,Candidate_1,False,Candidate_1,0.28737456216773705
2,15,Candidate_0,False,Candidate_0,0.608321110069897
2,16,Candidate_1,False,Candidate_1,0.6047696258184654
2,17,Candidate_1,False,Candidate_1,0.49457914054791774
2,18,Candidate_0,False,Candidate_0,0.20557370354524696
2,19,Candidate_0,False,Candidate_0,0.4756316131449777
2,20,Candidate_1,False,Candidate_1,0.27914333564322413
2,21,Candidate_2,False,Candidate_2,0.4903517304921897
2,22,Candidate_2,False,Candidate_2,0.16921016542243006
2,23,Candidate_0,False,Candidate_0,0.2898825059216442
2,24,Candidate_0,False,Candidate_0,0.45154929991310133
2,25,Candidate_0,False,Candidate_0,0.9507502759107083
2,26,Candidate_1,False,Candidate_1,0.5722898088981037
2,27,Candidate_0,False,Candidate_0,0.3302069749849349
2,28,Candidate_0,False,Candidate_0,0.8590663251697466
2,29,Candidate_2,False,Candidate_2,0.2712920126738797
2,30,Candidate_0,False,Candidate_0,0.7602901901220879
2,31,Candidate_2,False,Candidate_2,0.4351669441168139
2,32,Candidate_1,False,Candidate_1,0.2530444970400494
2,33,Candidate_1,False,Candidate_1,0.15732324861929925
2,34,Candidate_1,False,Candidate_1,0.45661683892403915
2,35,Candidate_1,False,Candidate_1,0.4018682989662795
2,36,Candidate_2,False,Candidate_2,0.26054163328582836
2,37,Candidate_0,False,Candidate_0,0.9197546521653628
2,38,Candidate_2,False,Candidate_2,0.17405432387957198
2,39,Candidate_2,False,Candidate_2,0.5434552289006864
2,40,Candidate_0,False,Candidate_0,0.4781563319259192
2,41,Candidate_0,False,Candidate_0,0.1103716603371716
2,42,Candidate_1,False,Candidate_1,0.09015151400279586
2,43,,True,Candidate_1,0.9817984520339833
2,44,Candidate_1,False,Candidate_1,0.5899998245617836
2,45,Candidate_2,False,Candidate_2,0.842215641090088
2,46,Candidate_2,False,Candidate_2,0.28663696551090123
2,47,Candidate_2,False,Candidate_2,0.30997318167448396
2,48,Candidate_0,False,Candidate_0,0.6461961488838892
2,49,Candidate_2,False,Candidate_2,0.5609919889879079
2,50,Candidate_0,False,Candidate_0,0.5825650869199539
2,51,Candidate_1,False,Candidate_1,0.21318720981554162
2,52,Candidate_0,False,Candidate_0,0.8313769189536319
2,53,Candidate_0,False,Candidate_0,0.27208891133241175
2,54,Candidate_0,False,Candidate_0,0.04011159317943791
2,55,Candidate_2,False,Candidate_2,0.011103721784639031
2,56,Candidate_2,False,Candidate_2,0.16754320699665404
2,57,Candidate_1,False,Candidate_1,0.6816353623417076
2,58,Candidate_0,False,Candidate_0,0.9516706866881617
2,59,Candidate_1,False,Candidate_1,0.9686382213399524
2,60,Candidate_1,False,Candidate_1,0.9395809022330391
2,61,Candidate_2,False,Candidate_2,0.7234294988957999
2,62,Candidate_0,False,Candidate_0,0.2711300178709448
2,63,Candidate_0,False,Candidate_0,0.9776154568002203
2,64,Candidate_1,False,Candidate_1,0.9499504574789536
2,65,Candidate_2,False,Candidate_2,0.16522228009737383
2,66,Candidate_1,False,Candidate_1,0.036419439621209415
2,67,Candidate_0,False,Candidate_0,0.23195244356546196
2,68,Candidate_0,False,Candidate_0,0.9620340622081481
2,69,Candidate_0,False,Candidate_0,0.3828687113193898
2,70,Candidate_1,False,Candidate_1,0.042613979702995075
2,71,Candidate_1,False,Candidate_1,0.043706941460383564
2,72,Candidate_2,False,Candidate_2,0.7918634009410468
2,73,,True,Candidate_1,0.18126914851338505
2,74,Candidate_1,False,Candidate_1,0.14101712588399085
2,75,Candidate_0,False,Candidate_0,0.618672770518409
2,76,Candidate_2,False,Candidate_2,0.6003361305146612
2,77,Candidate_0,False,Candidate_0,0.6385597619254453
2,78,Candidate_2,False,Candidate_2,0.3917517639210919
2,79,Candidate_0,False,Candidate_0,0.4818744955037392
2,80,Candidate_2,False,Candidate_2,0.31992104052033976
2,81,Candidate_0,False,Candidate_0,0.12716386422693704
2,82,Candidate_1,False,Candidate_1,0.624020036815623
2,83,Candidate_1,False,Candidate_1,0.5665129165083467
2,84,Candidate_0,False,Candidate_0,0.22202345414112534
2,85,,True,Candidate_0,0.10113367103772253
2,86,Candidate_1,False,Candidate_1,0.48042003587824145
2,87,Candidate_0,False,Candidate_0,0.9799969147186731
2,88,Candidate_0,False,Candidate_0,0.6072339905325644
2,89,Candidate_1,False,Candidate_1,0.05124425413126188
2,90,Candidate_2,False,Candidate_2,0.5020966196762789
2,91,Candidate_1,False,Candidate_1,0.3006228949232178
2,92,Candidate_0,False,Candidate_0,0.11711617249080875
2,93,Candidate_1,False,Candidate_1,0.7615624267440526
2,94,Candidate_0,False,Candidate_0,0.7574565985449346
2,95,Candidate_2,False,Candidate_2,0.30982965612958546
